participant,orderIndex,condition,event,unityTime,systemTime,note
1,0,,order,0.000,2026-09-23T20:37:41.744,EllipseVisuoHaptic>EllipseHapticOnly>EllipseHighIntensity>EllipseVisualOnly>EllipseDelayed>Blink
1,0,,masking_noise,0.000,2026-09-23T20:37:41.789,center=250.0Hz bandwidth=100.0Hz volume=1.00
1,0,,familiarization_start,2.146,2026-09-23T20:37:45.466,palmY=0.1063 target=(0.3578 0.0763 0.2248) intensity=190
