participant,orderIndex,condition,event,unityTime,systemTime,note
1,0,,order,0.000,2026-09-23T20:41:26.062,EllipseVisuoHaptic>EllipseHapticOnly>EllipseHighIntensity>EllipseVisualOnly>EllipseDelayed>Blink
1,0,,masking_noise,0.000,2026-09-23T20:41:26.095,center=250.0Hz bandwidth=100.0Hz volume=1.00
