participant,orderIndex,condition,event,unityTime,systemTime,note
1,0,,order,0.000,2026-09-23T21:03:03.840,EllipseVisuoHaptic>EllipseHapticOnly>EllipseHighIntensity>LinearXVisuoHaptic>EllipsePhaseShifted>Blink
1,0,,masking_noise,0.000,2026-09-23T21:03:03.879,center=250.0Hz bandwidth=100.0Hz volume=1.00
