participant,orderIndex,condition,event,unityTime,systemTime,note
1,0,,order,0.000,2026-09-23T21:03:23.457,EllipseVisuoHaptic>EllipseHapticOnly>EllipseHighIntensity>LinearXVisuoHaptic>EllipsePhaseShifted>Blink
1,0,,masking_noise,0.000,2026-09-23T21:03:23.508,center=250.0Hz bandwidth=100.0Hz volume=1.00
1,0,,familiarization_start,6.034,2026-09-23T21:03:31.125,palmY=0.1062 target=(0.3578 0.0762 0.2248) intensity=190
